drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",enzyme,Aromatase,CYP19A1,inhibitor
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",enzyme,Cytochrome P450 1B1,CYP1B1,inhibitor
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",enzyme,Cytochrome P450 2C8,CYP2C8,substrate
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",target,Tubulin beta-1 chain,TUBB1,inhibitor
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",target,Apoptosis regulator Bcl-2,BCL2,inhibitor
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",target,Nuclear receptor subfamily 1 group I member 2,NR1I2,inducer
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",transporter,Bile salt export pump,ABCB11,"substrate, inhibitor"
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",transporter,Multidrug resistance-associated protein 1,ABCC1,inhibitor
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",transporter,ATP-binding cassette sub-family C member 10,ABCC10,"substrate, inhibitor"
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,substrate
DB01229,Paclitaxel,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",transporter,ATP-binding cassette sub-family C member 2,ABCC2,substrate
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,enzyme,Cytochrome P450 2C8,CYP2C8,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,enzyme,Cytochrome P450 2D6,CYP2D6,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,enzyme,Cytochrome P450 3A5,CYP3A5,"substrate, inhibitor"
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,enzyme,Cytochrome P450 3A7,CYP3A7,"substrate, inhibitor"
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,target,Pol polyprotein,pol,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,target,Gag-Pol polyprotein,gag-pol,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor, inducer"
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Solute carrier family 22 member 1,SLC22A1,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Multidrug resistance-associated protein 1,ABCC1,substrate
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,ATP-binding cassette sub-family C member 2,ABCC2,substrate
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,inhibitor
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,transporter,Bile salt export pump,ABCB11,substrate
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,carrier,Alpha-1-acid glycoprotein 1,ORM1,
DB01232,Saquinavir,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,carrier,Albumin,ALB,
DB01233,Metoclopramide,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01233,Metoclopramide,Avoid alcohol.,enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB01233,Metoclopramide,Avoid alcohol.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB01233,Metoclopramide,Avoid alcohol.,target,5-hydroxytryptamine receptor 4,HTR4,agonist
DB01233,Metoclopramide,Avoid alcohol.,target,5-hydroxytryptamine receptor 3A,HTR3A,antagonist
DB01233,Metoclopramide,Avoid alcohol.,target,Muscarinic acetylcholine receptor M1,CHRM1,agonist
DB01233,Metoclopramide,Avoid alcohol.,target,D(2) dopamine receptor,DRD2,antagonist
DB01233,Metoclopramide,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB01233,Metoclopramide,Avoid alcohol.,carrier,Alpha-1-acid glycoprotein 1,ORM1,binder
DB01234,Dexamethasone,Avoid alcohol.,enzyme,11-beta-hydroxysteroid dehydrogenase type 2,HSD11B2,substrate
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor, inducer"
DB01234,Dexamethasone,Avoid alcohol.,enzyme,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,substrate
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 3A5,CYP3A5,"substrate, inducer"
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 3A7,CYP3A7,"substrate, inducer"
DB01234,Dexamethasone,Avoid alcohol.,enzyme,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,inhibitor
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 1A1,CYP1A1,"inhibitor, inducer"
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 2A6,CYP2A6,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 2B6,CYP2B6,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 2C19,CYP2C19,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 2C8,CYP2C8,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 2E1,CYP2E1,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 3A43,CYP3A43,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,Cytochrome P450 4A11,CYP4A11,inducer
DB01234,Dexamethasone,Avoid alcohol.,enzyme,"Cytochrome P450 11B1, mitochondrial",CYP11B1,inhibitor
DB01234,Dexamethasone,Avoid alcohol.,target,Glucocorticoid receptor,NR3C1,agonist
DB01234,Dexamethasone,Avoid alcohol.,target,Nuclear receptor subfamily 0 group B member 1,NR0B1,stimulator
DB01234,Dexamethasone,Avoid alcohol.,target,Annexin A1,ANXA1,agonist
DB01234,Dexamethasone,Avoid alcohol.,target,"Nitric oxide synthase, inducible",NOS2,negative modulator
DB01234,Dexamethasone,Avoid alcohol.,target,Nuclear receptor subfamily 1 group I member 2,NR1I2,agonist
DB01234,Dexamethasone,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor, inducer"
DB01234,Dexamethasone,Avoid alcohol.,transporter,Organic anion transporter 3,SLC22A8,substrate
DB01234,Dexamethasone,Avoid alcohol.,transporter,Bile salt export pump,ABCB11,inducer
DB01234,Dexamethasone,Avoid alcohol.,transporter,ATP-binding cassette sub-family C member 2,ABCC2,inducer
DB01234,Dexamethasone,Avoid alcohol.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB01234,Dexamethasone,Avoid alcohol.,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,inhibitor
DB01234,Dexamethasone,Avoid alcohol.,carrier,Albumin,ALB,binder
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,enzyme,Aromatic-L-amino-acid decarboxylase,DDC,substrate
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,target,D(1A) dopamine receptor,DRD1,agonist
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,target,D(1B) dopamine receptor,DRD5,agonist
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,target,D(2) dopamine receptor,DRD2,agonist
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,target,D(3) dopamine receptor,DRD3,agonist
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,target,D(4) dopamine receptor,DRD4,agonist
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,transporter,Solute carrier family 15 member 1,SLC15A1,inhibitor
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,transporter,Monocarboxylate transporter 10,SLC16A10,inhibitor
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,transporter,Large neutral amino acids transporter small subunit 1,SLC7A5,
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,transporter,Large neutral amino acids transporter small subunit 2,SLC7A8,
DB01235,Levodopa,Avoid multivalent ions. Iron salts may reduce levodopa absorption.,carrier,Albumin,ALB,binder
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,D(2) dopamine receptor,DRD2,"antagonist, partial agonist"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 2A,HTR2A,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 1A,HTR1A,partial agonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Alpha-1A adrenergic receptor,ADRA1A,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Alpha-1B adrenergic receptor,ADRA1B,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,D(3) dopamine receptor,DRD3,"antagonist, partial agonist"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 1D,HTR1D,"antagonist, ligand"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 7,HTR7,"antagonist, partial agonist"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Alpha-2A adrenergic receptor,ADRA2A,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Alpha-2C adrenergic receptor,ADRA2C,"antagonist, other/unknown"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Histamine H1 receptor,HRH1,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 1B,HTR1B,"antagonist, ligand"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 2C,HTR2C,"antagonist, partial agonist"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 3A,HTR3A,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 6,HTR6,antagonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,D(1A) dopamine receptor,DRD1,"antagonist, partial agonist, ligand"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,D(4) dopamine receptor,DRD4,"antagonist, partial agonist"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Alpha-2B adrenergic receptor,ADRA2B,"antagonist, ligand"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 1E,HTR1E,"antagonist, ligand"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,D(1B) dopamine receptor,DRD5,"antagonist, partial agonist, ligand"
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 2B,HTR2B,inverse agonist
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,5-hydroxytryptamine receptor 5A,HTR5A,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Beta-1 adrenergic receptor,ADRB1,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Beta-2 adrenergic receptor,ADRB2,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Histamine H2 receptor,HRH2,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Histamine H3 receptor,HRH3,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Histamine H4 receptor,HRH4,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Muscarinic acetylcholine receptor M1,CHRM1,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Muscarinic acetylcholine receptor M2,CHRM2,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Muscarinic acetylcholine receptor M3,CHRM3,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Muscarinic acetylcholine receptor M4,CHRM4,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Muscarinic acetylcholine receptor M5,CHRM5,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Kappa-type opioid receptor,OPRK1,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Mu-type opioid receptor,OPRM1,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Delta-type opioid receptor,OPRD1,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,"Glutamate receptor ionotropic, NMDA 1",GRIN1,ligand
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Sodium-dependent dopamine transporter,SLC6A3,modulator
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,target,Sodium-dependent serotonin transporter,SLC6A4,modulator
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,
DB01238,Aripiprazole,Avoid alcohol. Alcohol may increase CNS effects.,carrier,Albumin,ALB,binder
DB01239,Chlorprothixene,Avoid alcohol.,target,D(2) dopamine receptor,DRD2,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,D(1A) dopamine receptor,DRD1,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,D(3) dopamine receptor,DRD3,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,5-hydroxytryptamine receptor 2A,HTR2A,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,Histamine H1 receptor,HRH1,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,5-hydroxytryptamine receptor 1A,HTR1A,inhibitor
DB01239,Chlorprothixene,Avoid alcohol.,target,Muscarinic acetylcholine receptor M1,CHRM1,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,Muscarinic acetylcholine receptor M2,CHRM2,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,Muscarinic acetylcholine receptor M3,CHRM3,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,Muscarinic acetylcholine receptor M4,CHRM4,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,target,Muscarinic acetylcholine receptor M5,CHRM5,antagonist
DB01239,Chlorprothixene,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB01240,Epoprostenol,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",target,Prostacyclin synthase,PTGIS,inducer
DB01240,Epoprostenol,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",target,P2Y purinoceptor 12,P2RY12,agonist
DB01240,Epoprostenol,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",target,Prostacyclin receptor,PTGIR,agonist
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,Cytochrome P450 2C8,CYP2C8,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,Cytochrome P450 2C19,CYP2C19,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,Cytochrome P450 2C9,CYP2C9,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,Cytochrome P450 1A2,CYP1A2,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,substrate
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,"substrate, inhibitor"
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,"substrate, inhibitor"
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,substrate
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,substrate
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 2B17,UGT2B17,substrate
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,target,Peroxisome proliferator-activated receptor alpha,PPARA,agonist
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,target,Lipoprotein lipase,LPL,activator
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,target,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,target,Organic anion transporter 3,SLC22A8,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,target,Solute carrier organic anion transporter family member 2B1,SLCO2B1,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,target,Solute carrier organic anion transporter family member 1B3,SLCO1B3,inhibitor
DB01241,Gemfibrozil,Take before a meal. Take 30 minutes before meals.,carrier,Albumin,ALB,binder
DB01242,Clomipramine,Avoid alcohol.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB01242,Clomipramine,Avoid alcohol.,enzyme,Cytochrome P450 2C19,CYP2C19,substrate
DB01242,Clomipramine,Avoid alcohol.,enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB01242,Clomipramine,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01242,Clomipramine,Avoid alcohol.,target,Sodium-dependent serotonin transporter,SLC6A4,inhibitor
DB01242,Clomipramine,Avoid alcohol.,target,5-hydroxytryptamine receptor 2A,HTR2A,antagonist
DB01242,Clomipramine,Avoid alcohol.,target,5-hydroxytryptamine receptor 2B,HTR2B,antagonist
DB01242,Clomipramine,Avoid alcohol.,target,5-hydroxytryptamine receptor 2C,HTR2C,antagonist
DB01242,Clomipramine,Avoid alcohol.,target,Sodium-dependent noradrenaline transporter,SLC6A2,inhibitor
DB01242,Clomipramine,Avoid alcohol.,target,Glutathione S-transferase P,GSTP1,inhibitor
DB01242,Clomipramine,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB01242,Clomipramine,Avoid alcohol.,carrier,Albumin,ALB,substrate
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,"Troponin C, slow skeletal and cardiac muscles",TNNC1,other
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",PDE1B,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,inhibitor
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,target,Calmodulin-1,CALM1,binder
DB01244,Bepridil,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB01246,Alimemazine,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of alimemazine/trimeprazine.,target,Histamine H1 receptor,HRH1,antagonist
DB01247,Isocarboxazid,Avoid alcohol. The official product labeling suggests avoiding the use of CNS depressants.,target,Amine oxidase [flavin-containing] A,MAOA,inhibitor
DB01247,Isocarboxazid,Avoid alcohol. The official product labeling suggests avoiding the use of CNS depressants.,target,Amine oxidase [flavin-containing] B,MAOB,inhibitor
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",enzyme,Cytochrome P450 1B1,CYP1B1,binder
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",target,Tubulin beta-1 chain,TUBB1,inhibitor
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",target,Apoptosis regulator Bcl-2,BCL2,
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",target,Nuclear receptor subfamily 1 group I member 2,NR1I2,binder
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,ATP-binding cassette sub-family C member 10,ABCC10,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,Solute carrier family 22 member 7,SLC22A7,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,substrate
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,ATP-binding cassette sub-family C member 2,ABCC2,substrate
