drugbank_id,drug_name,food_interaction_text
DB05501,Mavorixafor,"Take on an empty stomach. Take drug after an overnight fast, 30 minutes before food. Food decreases drug exposure."
DB05501,Mavorixafor,Take with or without food. Grapefruit may decrease mavorixafor metabolism and increase the risk of drug adverse reactions.
DB05521,Telaprevir,Avoid St. John's Wort. St. John's Wort will decrease levels of this medication.
DB05528,Mipomersen,Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of liver injury.
DB05541,Brivaracetam,"Avoid alcohol. Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning."
DB05541,Brivaracetam,Take with or without food.
DB05667,Levoketoconazole,"Avoid excessive or chronic alcohol consumption. Concomitant alcohol consumption may result in a disulfiram-like reaction characterized by rash, flushing, peripheral edema, nausea, and headache. These symptoms typically subside within hours."
DB05667,Levoketoconazole,"Take with or without food. In healthy subjects administered a single 600 mg oral dose of levoketoconazole, a high-fat meal increased the AUC by 30% with no change in the maximum plasma concentration but a delay to reach this value of between two and four hours. These changes are not considered clinically significant."
DB05676,Apremilast,"Avoid St. John's Wort. Apremilast is a CYP3A substrate; therefore, co-administration with St. John's wort, a CYP3A inducer, may reduce the serum level of apremilast."
DB05676,Apremilast,Take with or without food.
DB05773,Trastuzumab emtansine,"Avoid grapefruit products. Trastuzumab emtansine undergoes metabolism through CYP3A4 therefore coadministration with grapefruit, a CYP3A4 inhibitor, may increase serum levels of trastuzumab emtansine."
DB05812,Abiraterone,Exercise caution with St. John's Wort. This herb induces CYP3A4 and may increase the serum levels of abiraterone.
DB05812,Abiraterone,"Take on an empty stomach. Food increases Cmax and AUC. Take ZYTIGA , a product of abiraterone, at least 1 hour before or 2 hours after eating as food may increase exposure to abiraterone by 4-fold."
DB05812,Abiraterone,"Take with or without food. Food increases Cmax and AUC. YONSA, a product of abiraterone, can be taken with or without food."
DB05990,Obeticholic acid,Take with or without food.
DB06016,Cariprazine,"Avoid excessive or chronic alcohol consumption. Given the primary central nervous system effects of cariprazine, cariprazine should be used with caution in combination with alcohol."
DB06016,Cariprazine,Avoid grapefruit products. Grapefruit is a known CYP3A4 inhibitor. It may increase drug levels and elevate the risk of drug adverse effects.
DB06016,Cariprazine,Avoid St. John's Wort. St John’s Wort is a known CYP3A4 inducer. It may significantly decrease drug exposure and alter drug efficacy.
DB06016,Cariprazine,"Take with or without food. A high-fat, high-calorie meal may delay Tmax, but food generally has no significant effect on drug exposure."
DB06045,Trofinetide,Take with or without food. Food decreases Cmax of trofinetide but has negligible effects on total drug exposure.
DB06077,Lumateperone,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of lumateperone, which may increase its serum concentration."
DB06077,Lumateperone,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of lumateperone, causing a reduction in its serum concentration."
DB06077,Lumateperone,Take with food. Administration with food reduces the Cmax by 33% and prolongs the Tmax by one hour.
DB06119,Cenobamate,Avoid alcohol. Alcohol may increase somnolence and sedation.
DB06119,Cenobamate,Take with or without food.
DB06145,Spiramycin,No food interactions are expected.
DB06152,Nylidrin,Take with or without food. The absorption is unaffected by food.
DB06153,Pizotifen,Take with or without food. The absorption is unaffected by food.
DB06154,Pentaerythritol tetranitrate,"Take with or without food. Food delays drug absorption, but not to a significant extent."
DB06168,Canakinumab,Take with or without food.
DB06176,Romidepsin,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of romidepsin."
DB06176,Romidepsin,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of romidepsin."
DB06199,Atrasentan,"Avoid St. John's Wort. St. John's wort is an inducer of CYP3A4 enzymes, which may result in reduced exposure and therapeutic efficacy when co-administered with atrasentan."
DB06199,Atrasentan,Take with or without food. No clinically significant differences in atrasentan pharmacokinetics are observed when it is administered with a meal.
DB06201,Rufinamide,Take with food. Food can increase the absorption of rufinamide.
DB06203,Alogliptin,Take with or without food.
DB06204,Tapentadol,"Avoid alcohol. Due to the additive pharmacological effect, the concomitant use with alcohol increases the risk for central nervous system depression, respiratory depression, profound sedation, coma, and death."
DB06204,Tapentadol,"Take with or without food. A high-fat, high-calorie meal increases absorption, but not to a clinically significant extent."
DB06207,Silodosin,Take with food. A moderate fat or calorie meal decreases drug exposure as well as the risk of adverse effects.
DB06209,Prasugrel,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,Prasugrel,Take with or without food.
DB06210,Eltrombopag,"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag."
DB06210,Eltrombopag,Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating.
DB06212,Tolvaptan,Avoid excessive or chronic alcohol consumption. This may increase the risk of developing osmotic demyelination syndrome.
DB06212,Tolvaptan,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration."
DB06212,Tolvaptan,Avoid St. John's Wort. This herb induces the CYP3A metabolism of tolvaptan and may reduce its serum concentration.
DB06212,Tolvaptan,Take with or without food.
DB06213,Regadenoson,Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes.
DB06216,Asenapine,Take separate from meals. Do not have food or water for 10 minutes after administration.
DB06218,Lacosamide,Take with or without food. Food does not affect the rate and extent of absorption.
DB06228,Rivaroxaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,Rivaroxaban,Avoid St. John's Wort. Co-administration will decrease levels of this medication.
DB06228,Rivaroxaban,Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose.
DB06228,Rivaroxaban,Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose.
DB06230,Nalmefene,"Take with or without food. High-fat food increases the AUC by 30% and Cmax by 50% and delays Tmax by 30 min, but this is unlikely of clinical relevance."
DB06234,Maribavir,Avoid St. John's Wort. Co-administration with St. John's wort decreases serum levels of maribavir and may decrease its therapeutic efficacy.
DB06234,Maribavir,Take with or without food. The co-administration of food with maribavir does not significantly affect its disposition.
DB06237,Avanafil,Avoid excessive or chronic alcohol consumption. Substantial alcohol consumption (e.g. >3 units) in combination with avanafil may increase the risk of hypotension.
DB06237,Avanafil,"Take with or without food. High-fat meals slow absorption, but not to a clinically significant extent."
DB06243,Eflornithine,Take with or without food.
DB06262,Droxidopa,Take with or without food. Take consistently with regard to food.
DB06268,Sitaxentan,Take with or without food.
DB06271,Sulodexide,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06274,Alvimopan,"Take with or without food. High-fat meals may reduce the Cmax and AUC by 38% and 21%, respectively; however, the clinical significance of this is unknown."
DB06282,Levocetirizine,Avoid alcohol.
DB06282,Levocetirizine,Take with or without food.
DB06283,Ziconotide,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the CNS depressive effects of ziconotide.
DB06285,Teriparatide,Take with or without food.
DB06287,Temsirolimus,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration."
DB06287,Temsirolimus,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of temsirolimus and may reduce its serum concentration.
DB06288,Amisulpride,Avoid alcohol. Amisulpride may enhance the effects of alcohol.
DB06288,Amisulpride,"Take with or without food. A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels."
DB06290,Simeprevir,Take with food.
DB06292,Dapagliflozin,Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis.
DB06292,Dapagliflozin,Take with or without food.
DB06294,Semuloparin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06335,Saxagliptin,Take with food. Food increases total drug exposure.
DB06374,Elacestrant,Take with food. Take with food to reduce nausea and vomiting.
DB06401,Bazedoxifene,Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia.
DB06401,Bazedoxifene,"Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium."
DB06401,Bazedoxifene,Take at the same time every day.
DB06401,Bazedoxifene,Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax.
DB06406,Idraparinux,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06410,Doxercalciferol,"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia."
DB06413,Armodafinil,Avoid alcohol.
DB06413,Armodafinil,"Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor."
DB06413,Armodafinil,"Exercise caution with St. John's Wort. Armodafinil is partially metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer."
DB06413,Armodafinil,Take with or without food. Taking armodafinil with food can delay the Tmax by 2-4 hours.
DB06414,Etravirine,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration."
DB06414,Etravirine,Avoid St. John's Wort. This herb induces the CYP3A metabolism of etravirine and may reduce its serum concentration.
DB06414,Etravirine,Take after a meal. Take after meals. This increases the bioavailability of etravirine.
DB06441,Cangrelor,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06448,Lonafarnib,Avoid grapefruit products. Co-administration with strong or moderate CYP3A inhibitors is contraindicated; avoid consuming grapefruit or Seville oranges.
DB06448,Lonafarnib,"Take with food. Administration with food is recommended to reduce gastrointestinal adverse reactions. However, co-administration with food does affect lonafarnib absorption."
DB06480,Prucalopride,Take with or without food.
DB06589,Pazopanib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib."
DB06589,Pazopanib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of pazopanib."
DB06589,Pazopanib,Take on an empty stomach. Separate pazopanib from meals by at least 1 hour before and 2 hours after eating as food increases pazopanib bioavailability.
DB06589,Pazopanib,Take separate from antacids. Separate the administration of pazopanib and antacids by several hours.
DB06595,Midostaurin,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of midostaurin and may reduce its serum concentration.
DB06595,Midostaurin,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration."
DB06595,Midostaurin,"Take with food. Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax."
DB06603,Panobinostat,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat."
DB06603,Panobinostat,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of panobinostat."
DB06603,Panobinostat,Take at the same time every day.
DB06603,Panobinostat,Take with a full glass of water.
DB06603,Panobinostat,Take with or without food.
DB06605,Apixaban,Avoid grapefruit products.
DB06605,Apixaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,Apixaban,Avoid St. John's Wort. St. John's Wort will decrease levels of this medication.
DB06605,Apixaban,Take with or without food.
DB06608,Tafenoquine,Take with food.
DB06616,Bosutinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib."
DB06616,Bosutinib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of bosutinib."
DB06616,Bosutinib,Take with food. Coadministration with a high-fat meal may increase the AUC of bosutinib.
DB06626,Axitinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib."
DB06626,Axitinib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of axitinib."
DB06626,Axitinib,Take with a full glass of water.
DB06626,Axitinib,Take with or without food.
DB06635,Otamixaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06636,Isavuconazonium,Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4. Strong CYP3A4 inhibitors are contraindicated with isavuconazonium.
DB06636,Isavuconazonium,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of isavuconazonium and may reduce its serum concentration. Co-administration of isavuconazonium with St. John's Wort is contraindicated.
DB06636,Isavuconazonium,Take with or without food. The bioavailability of isavuconazonium is not significantly impacted by food.
DB06637,Dalfampridine,"Take with or without food. High-fat meals increase drug absorption, but not to a clinically significant extent."
DB06643,Denosumab,Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia.
DB06643,Denosumab,Administer vitamin supplements. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia.
DB06654,Safinamide,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide.
DB06654,Safinamide,"Avoid St. John's Wort. This herb may increase the risk of serotonin syndrome, and therefore, concomitant use is contraindicated."
DB06654,Safinamide,"Avoid tyramine-containing foods and supplements. Avoid foods containing high amounts of tyramine (>150mg) as these foods may cause a significant elevation in blood pressure. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages."
DB06654,Safinamide,Take at the same time every day.
DB06654,Safinamide,Take with or without food.
DB06655,Liraglutide,Take with or without food.
DB06679,Amediplase,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06684,Vilazodone,Avoid alcohol.
DB06684,Vilazodone,Avoid St. John's Wort.
DB06684,Vilazodone,Take with food.
DB06691,Mepyramine,Avoid alcohol.
DB06691,Mepyramine,Take with food.
DB06693,Mevastatin,Avoid alcohol.
DB06693,Mevastatin,Avoid grapefruit products.
DB06695,Dabigatran etexilate,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,Dabigatran etexilate,Avoid St. John's Wort. This herb induces PGP which may reduce the serum levels of dabigatran.
DB06695,Dabigatran etexilate,Take with a full glass of water.
DB06695,Dabigatran etexilate,Take with or without food.
DB06697,Artemether,Avoid grapefruit products.
DB06697,Artemether,Take with food. Food increases absorption.
DB06698,Betahistine,Take with food. This may reduce or prevent gastrointestinal upset.
DB06700,Desvenlafaxine,Avoid alcohol.
DB06700,Desvenlafaxine,Avoid St. John's Wort.
DB06700,Desvenlafaxine,Take with or without food. The absorption is unaffected by food.
DB06701,Dexmethylphenidate,Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate.
DB06701,Dexmethylphenidate,Take with or without food.
DB06702,Fesoterodine,Take with or without food.
DB06708,Lumefantrine,Avoid grapefruit products.
DB06708,Lumefantrine,Take with food. Food increases absorption.
DB06709,Methacholine,Take with or without food.
DB06712,Nilvadipine,Take with or without food.
DB06717,Fosaprepitant,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration."
DB06717,Fosaprepitant,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of fosaprepitant and may reduce its serum concentration.
DB06723,Aluminum hydroxide,Avoid foods rich in citrate. Citrate may increase the absorption of aluminum and has the potential to cause toxicity.
DB06724,Calcium carbonate,"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement."
DB06736,Aceclofenac,Take with or without food.
DB06754,Danaparoid,Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding.
DB06754,Danaparoid,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06756,Betaine,Take with or without food. Oral betaine powder should be mixed with food or a beverage and then consumed.
DB06772,Cabazitaxel,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration."
DB06772,Cabazitaxel,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of cabazitaxel and may reduce its serum concentration.
DB06775,Carglumic acid,Take before a meal. Take carglumic acid right before eating.
DB06775,Carglumic acid,Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.
DB06779,Dalteparin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06792,Lanthanum carbonate,Take with food.
DB06799,Methenamine,Drink plenty of fluids.
DB06799,Methenamine,Take with food.
DB06800,Methylnaltrexone,Take on an empty stomach. Take methylnaltrexone at least 30 minutes before breakfast.
DB06817,Raltegravir,Take with or without food.
DB06819,Phenylbutyric acid,Take with food. The effect of food on phenylbutyrate’s absorption is unknown.
DB06822,Tinzaparin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06823,Tiopronin,Take at the same time every day. Take each dose at the same time every day.
DB06823,Tiopronin,Take on an empty stomach. Take tiopronin at least 1 hour before or 2 hours after eating food.
DB06824,Triethylenetetramine,Avoid concomitant mineral supplements. Administer CUVRIOR at least 1 hour before or 2 hours after administration of other mineral supplements.
DB06824,Triethylenetetramine,Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.
DB06824,Triethylenetetramine,"Take on an empty stomach. Take CUVRIOR one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food."
DB07101,Mirdametinib,Take with or without food. Food has no clinically significant effects on drug exposure.
DB07278,GW-813893,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,Ferulic acid,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08329,Sulthiame,"Take with food. Taking sulthiame with food, may reduce gastrointestinal upset."
DB08496,(R)-warfarin,Avoid drastic dietary changes.
DB08496,(R)-warfarin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,(R)-warfarin,Ensure consistent Vitamin K intake.
DB08496,(R)-warfarin,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of R-warfarin."
DB08496,(R)-warfarin,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of R-warfarin."
DB08794,Ethyl biscoumacetate,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,Nadroparin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,Triflusal,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08815,Lurasidone,Avoid alcohol. The effects of alcohol could be made worse while taking Lurasidone.
DB08815,Lurasidone,Avoid grapefruit products. Grapefruit and grapefruit juice may affect the amount of Lurasidone in your blood.
DB08815,Lurasidone,Take with food. The manufacturer recommends co-administration with at least 350 calories.
DB08816,Ticagrelor,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ticagrelor, which may increase its serum concentration."
DB08816,Ticagrelor,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08816,Ticagrelor,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ticagrelor and may reduce its serum concentration.
DB08816,Ticagrelor,Take with or without food.
DB08820,Ivacaftor,Take with a high fat meal. Co-administration with a high fat meal increases exposure to ivacaftor.
DB08822,Azilsartan medoxomil,Take with or without food. Food does not affect the bioavailability.
DB08823,Spinosad,Take with or without food.
DB08824,Ioflupane I-123,Take with or without food.
DB08826,Deferiprone,Take with or without food. Food does not affect absorption.
DB08827,Lomitapide,Avoid grapefruit products.
DB08827,Lomitapide,Take with food. Food decreases the risk of GI side effects.
DB08828,Vismodegib,Take with or without food. Food does not affect absorption. The Cmax and AUC of vismodegib at steady state are not affected by food.
DB08835,Spaglumic acid,Take with or without food.
DB08860,Pitavastatin,Take with or without food. Food does not affect oral absorption or bioavailability.
DB08864,Rilpivirine,Avoid St. John's Wort. St.John's Wort will decrease levels of this medication.
DB08864,Rilpivirine,Take with food. Absorption is increased by 40% if taken with food.
DB08865,Crizotinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of crizotinib."
DB08865,Crizotinib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of crizotinib."
DB08865,Crizotinib,"Take with or without food. High-fat food decreases drug absorption, but not to a clinically significant extent."
DB08867,Ulipristal,"Take with or without food. High-fat food increases drug absorption, but not to a clinically significant extent."
DB08868,Fingolimod,Take with or without food.
DB08870,Brentuximab vedotin,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of monomethyl auristatin E (MMAE), the antitumor component of brentuximab vedotin."
DB08870,Brentuximab vedotin,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of monomethyl auristatin E (MMAE), the antitumor component of brentuximab vedotin."
DB08872,Gabapentin enacarbil,Take with or without food.
DB08873,Boceprevir,"Take with or without food. Food decreases drug exposure, but not to a clinically significant extent."
DB08874,Fidaxomicin,Take with or without food. High-fat meal decreases the Cmax of fidaxomicin and its metabolite in a clinically insignificant way.
DB08875,Cabozantinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase levels of cabozantinib."
DB08875,Cabozantinib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of cabozantinib."
DB08875,Cabozantinib,Take on an empty stomach. Separate the administration of cabozantinib from food by at least 1 hour before or 2 hours after eating.
DB08875,Cabozantinib,Take with a full glass of water.
DB08876,Taliglucerase alfa,Take with or without food.
DB08877,Ruxolitinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ruxolitinib."
DB08877,Ruxolitinib,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of ruxolitinib."
DB08877,Ruxolitinib,"Take with or without food. A high-fat, high-calorie meal had negligible effects on the pharmacokinetics of ruxolitinib."
DB08880,Teriflunomide,Take with or without food.
DB08881,Vemurafenib,"Do not take with or immediately after a high-fat meal. Taking vemurafenib with a high-fat meal may increase the AUC and Cmax by approximately 5 fold and 2.5 fold, respectively."
DB08881,Vemurafenib,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of vemurafenib, which may increase its serum concentration."
DB08881,Vemurafenib,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of vemurafenib and may reduce its serum concentration.
DB08881,Vemurafenib,"Limit caffeine intake. Vemurafenib inhibits CYP1A2, which may increase the serum levels and adverse effects of caffeine."
DB08881,Vemurafenib,Take with or without food.
DB08882,Linagliptin,Avoid excessive or chronic alcohol consumption. Chronic or binge drinking can increase the risk of serious side effects.
DB08882,Linagliptin,"Take with or without food. High fat meals reduce the maximum concentration and increase the AUC, but not to a clinically significant extent."
DB08883,Perampanel,Take with or without food. Food slows the rate of absorption but not the extent.
DB08887,Icosapent ethyl,Take with food.
DB08890,Linaclotide,"Take on an empty stomach. Take linaclotide at least 30 minutes prior to a meal, at approximately the same time each day. A high fat meal may cause looser stools and a higher stool frequency."
DB08893,Mirabegron,"Take with food. While adults may take mirabegron with or without food, prescribing information recommends that children always co-administer mirabegron with food."
DB08895,Tofacitinib,Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.
DB08895,Tofacitinib,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tofacitinib and may reduce its serum concentration.
DB08895,Tofacitinib,Take with or without food.
DB08896,Regorafenib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of regorafenib."
DB08896,Regorafenib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of regorafenib."
DB08896,Regorafenib,Take after a meal. Should be taken following a low-fat meal containing less than 600 calories and less than 30% fat.
DB08896,Regorafenib,Take at the same time every day.
DB08899,Enzalutamide,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of enzalutamide and may reduce its serum concentration.
DB08899,Enzalutamide,Take with or without food.
DB08901,Ponatinib,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ponatinib and may reduce its serum concentration.
DB08901,Ponatinib,"Exercise caution with grapefruit products. If coadministration of ponatinib and grapefruit is necessary, reduce the dose of ponatinib."
DB08901,Ponatinib,Take with or without food.
DB08903,Bedaquiline,Avoid alcohol.
DB08903,Bedaquiline,Take with food. Food significantly increases the oral bioavailability.
DB08907,Canagliflozin,Avoid alcohol. Excess alcohol intake may promote ketoacidosis.
DB08907,Canagliflozin,Drink plenty of fluids.
DB08907,Canagliflozin,Take before a meal. It is recommended to take this drug before the first meal of the day.
DB08908,Dimethyl fumarate,"Take with or without food. The incidence of flushing may be reduced by the administration of dimethyl fumarate with food; however, the product label states that it may be taken with or without food."
DB08909,Glycerol phenylbutyrate,Take with food.
DB08910,Pomalidomide,Take at the same time every day.
DB08910,Pomalidomide,"Take with or without food. Administration of pomalidomide with food reduces the AUC and Cmax by 8% and 27%, respectively, and delays Tmax by two and a half hours."
DB08911,Trametinib,"Take separate from meals. Take at least 1 hour before or at least 2 hours after a meal. A high-fat, high-calorie meal decreases trametinib AUC and Cmax, and delays Tmax."
DB08912,Dabrafenib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of dabrafenib."
DB08912,Dabrafenib,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dabrafenib."
DB08912,Dabrafenib,Do not take with or immediately after a high-fat meal. Dabrafenib's bioavailability is reduced when taken with a high-fat meal.
DB08912,Dabrafenib,Take on an empty stomach. Take dabrafenib at least one hour before or two hours after a meal.
DB08913,Radium Ra 223 dichloride,Drink plenty of fluids.
DB08916,Afatinib,Take separate from meals. Take at least one hour before or two hours after a meal.
DB08918,Levomilnacipran,"Avoid alcohol. Ingesting alcohol may compromise the extended-release dosage form of levomilnacipran, causing an accelerated release of the drug and increasing its serum concentration."
DB08918,Levomilnacipran,Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking herbs with antiplatelet or anticoagulant activity may increase the risk of bleeding.
DB08918,Levomilnacipran,Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor. Do not exceed a maximum levomilnacipran dose of 80mg daily when taking strong CYP3A4 inhibitors.
DB08918,Levomilnacipran,Exercise caution with St. John's Wort. Administering levomilnacipran with St. John's Wort may increase the risk of serotonin syndrome.
DB08918,Levomilnacipran,Take with or without food. Food does not affect drug absorption and exposure to a clinically significant extent.
DB08930,Dolutegravir,Avoid multivalent ions. Cations should be separated from dolutegravir administration by 2 hours before and 6 hours after cation administration. Cations can be administered with dolutegravir if given with food.
