drugbank_id,name,cation_sensitive,vka,maoi,k_sparing,acid_dependent,food_interaction_texts
DB11248,Zinc gluconate,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB11255,Chromium picolinate,1,0,0,0,0,Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium. | Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.
DB11312,Protein C,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11404,Enrofloxacin,1,0,0,0,0,
DB11443,Orbifloxacin,1,0,0,0,0,
DB11453,Pradofloxacin,1,0,0,0,0,
DB11491,Sarafloxacin,1,0,0,0,0,
DB11511,Difloxacin,1,0,0,0,0,
DB11598,Antithrombin III human,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11682,Daprodustat,1,0,0,0,0,"Take with or without food. Food does not affect drug absorption or exposure. Daprodustat can be taken without regard to concomitant administration of iron or phosphate binders, and it can be administered without regard to the timing or type of dialysis."
DB11703,Acalabrutinib,1,0,0,0,1,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of acalabrutinib. Dose adjustment may be necessary if co-administered. | Exercise caution with St. John's Wort. The official product labeling recommends avoiding strong CYP3A4 inducers. This herb induces CYP3A metabolism and may reduce serum levels of acalabrutinib. | Take separate from antacids. Take at least 2 hours before or after antacids. | Take with a full glass of water. | Take with or without food."
DB11774,Pazufloxacin,1,0,0,0,0,
DB11799,Bictegravir,1,0,0,0,1,"Avoid St. John's Wort. | Take at the same time every day. | Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium. | Take with food. When taking iron or calcium-containing products, bictegravir should be taken with food. | Take with or without food."
DB11828,Neratinib,1,0,0,0,1,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of neratinib. | Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of neratinib. | Take at the same time every day. | Take separate from antacids. Take antacids at least 3 hours before or after neratinib. | Take with food."
DB11837,Osilodrostat,0,0,0,1,0,"Take with or without food. Administration with food slightly alters absorption, but not to a clinically significant extent."
DB11842,Angiotensin II,0,0,0,1,0,
DB11855,Revefenacin,0,0,0,1,0,
DB11866,Romosozumab,1,0,0,0,0,Administer calcium supplement. Ensure adequate calcium supplementation. | Administer vitamin supplements. Ensure adequate vitamin D supplementation.
DB11892,Prulifloxacin,1,0,0,0,0,
DB11943,Delafloxacin,1,0,0,0,1,Avoid multivalent ions. Separate the administration of multivalent cations from delafloxacin by at least 6 hours before or 2 hours after delafloxacin. | Take separate from antacids. The administration of antacids should be separated from delafloxacin by at least 6 hours before or 2 hours after delafloxacin. | Take with or without food.
DB11963,Dacomitinib,1,0,0,0,1,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of dacomitinib. | Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dacomitinib. | Take at the same time every day. | Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids. | Take with or without food."
DB11979,Elagolix,1,0,0,0,0,Administer calcium supplement. This will minimize the risk of bone mineral density loss. | Administer vitamin supplements. Administer Vitamin D supplements to minimize the risk of bone mineral density loss. | Take at the same time every day. | Take with or without food.
DB11984,Letaxaban,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12005,Nirogacestat,1,0,0,0,1,Avoid grapefruit products. Nirogacestat is a CYP3A substrate and grapefruit is a known CYP3A inhibitors. | Take separate from antacids. take nirogacestat 2 hours before or 2 hours after taking the antacid. | Take with or without food.
DB12026,Voxilaprevir,1,0,0,0,1,"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxilaprevir. | Take separate from antacids. Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids. Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir. | Take with food."
DB12035,Sarecycline,1,0,0,0,1,Take separate from antacids. | Take with fluids. This may reduce irritation of the esophagus. | Take with or without food.
DB12184,Gepirone,1,0,0,0,0,Take with food. Take gepirone 1 time each day with food at about the same time each day.
DB12289,Darexaban,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12329,Eravacycline,1,0,0,0,0,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of eravacycline. Dose adjustment may be necessary for co-administration.
DB12364,Betrixaban,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These herbs may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Take at the same time every day. | Take with food. Betrixaban should be taken with food. The Cmax and AUC of betrixaban are decreased by approximately 60% and 55% when administered together with a 900 calorie meal."
DB12455,Omadacycline,1,0,0,0,1,"Avoid multivalent ions. Wait at least 4 hours after the omadacycline administration to take multivalent cations (eg. zinc, calcium, magnesium, and iron). | Take on an empty stomach. Do not eat for 4 hours before and 2 hours after administering omadacycline. Drinking water after administration is acceptable. | Take separate from antacids. Wait at least 4 hours after omadacycline administration to take antacids."
DB12548,Sparsentan,0,0,0,1,0,"Take before a meal. Sparsentan AUC and Cmax increase following the administration of a high fat, high calorie meal. Advise patients to take the full daily dose with water prior to the morning or evening meal. Maintain the same dosing pattern in relationship to meals."
DB12598,Nafamostat,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12612,Ozanimod,1,0,1,0,0,Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertension when taken with ozanimod. | Take with or without food.
DB12668,Metenkefalin,0,0,0,1,0,
DB12726,Monteplase,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12831,Gabexate,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12978,Pexidartinib,1,0,0,0,1,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of pexidartinib. | Avoid St. John's Wort. This herb induces the CYP3A metabolism of pexidartinib and may reduce its serum concentration. | Do not take with or immediately after a high-fat meal. Taking pexidartinib with a high-fat meal may increase incidence and severity of adverse reactions, including hepatotoxicity. | Take on an empty stomach. Take at least 1 hour before or 2 hours after eating a meal or snack. | Take separate from antacids. Take antacids at least 2 hours before or after pexidartinib."
DB13092,Meclocycline,1,0,0,0,0,
DB13136,Fluindione,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13149,Protein S human,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13167,Alclofenac,0,0,0,1,0,
DB13257,Ferrous sulfate anhydrous,1,0,0,0,1,Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk. | Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. | Take at least 2 hours before or after calcium supplements. | Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids. | Take with food. This may reduce gastric irritation. | Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB13261,Sitafloxacin,1,0,0,0,0,
DB13264,Penimepicycline,1,0,0,0,0,
DB13275,Clorindione,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase anticoagulant/antiplatelet activity of clorindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,Diphenadione,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13381,Sodium feredetate,1,0,0,0,1,Avoid milk and dairy products. | Avoid multivalent ions. | Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. | Take separate from antacids. | Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB13451,Tioclomarol,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13616,Melagatran,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13627,Oxolinic acid,1,0,0,0,0,
DB13646,Saruplase,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13772,Rufloxacin,1,0,0,0,0,
DB13823,Pipemidic acid,1,0,0,0,0,
DB13875,Harmaline,0,0,1,0,0,
DB13876,Brofaromine,0,0,1,0,0,
DB13949,Ferric cation,1,0,0,0,0,Avoid milk and dairy products. | Take with food. Take ferric cation with or just after meals.
DB13997,Baloxavir marboxil,1,0,0,0,1,"Avoid antacids. Baloxavir may form a chelate with polyvalent cations in antacids, which may decrease plasma concentrations of baloxavir. | Avoid milk and dairy products. Baloxavir may form a chelate with polyvalent cations such as calcium in dairy products, which may decrease plasma concentrations of baloxavir. | Avoid multivalent ions. Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir. | Take with or without food. Food reduces drug absorption, but not to a clinically significant extent."
DB14055,(S)-Warfarin,1,1,0,0,0,"Avoid drastic dietary changes. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Ensure consistent Vitamin K intake."
DB14094,Tocopherylquinone,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14116,Silodrate,1,0,0,0,0,"Take separate from meals. Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,."
DB14484,Magnesium ascorbate,1,0,0,0,0,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB14485,Zinc ascorbate,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB14487,Zinc acetate,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before or after eating and drinking, excluding drinking plain water."
DB14488,Ferrous gluconate,1,0,0,0,1,Avoid milk and dairy products. Take ferrous gluconate at least 2 hours before or after milk. | Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. | Take at least 2 hours before or after calcium supplements. | Take separate from antacids. Take ferrous gluconate at least 2 hours before or after antacids. | Take with food. This reduces gastric irritation. | Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB14490,Ferrous ascorbate,1,0,0,0,0,Take on an empty stomach. Taking ferrous ascorbate with food reduces the absorption of iron.
DB14491,Ferrous fumarate,1,0,0,0,1,Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk. | Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. | Take at least 2 hours before or after calcium supplements. | Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids. | Take with food. This reduces gastric irritation. | Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB14507,Lithium citrate,1,0,0,0,0,Avoid alcohol. | Avoid iodine-containing foods and supplements. | Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily. | Limit caffeine intake. | Take with food. Lithium can cause hyponatremia. Include adequate salt in the diet.
DB14509,Lithium carbonate,1,0,0,0,0,Avoid alcohol. Alcohol increased peak serum concentrations of lithium. | Avoid iodine-containing foods and supplements. Iodine and lithium may synergistically produce hypothyroidism. | Limit caffeine intake. Caffeine may decrease lithium concentrations. | Take with food. Food reduces gastrointestinal upset.
DB14513,Magnesium,1,0,0,0,0,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB14529,Chromium nicotinate,1,0,0,0,0,Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium. | Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.
DB14548,"Zinc sulfate, unspecified form",1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB14713,Inotersen,1,0,0,0,0,Administer vitamin A supplementation. Supplementation at the recommended daily allowance of vitamin A is advised for patients taking inotersen.
DB14726,Dabigatran,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB15059,Aprocitentan,0,0,0,1,0,Take with or without food. Co-administration with food does not appear to alter the pharmacokinetics of aprocitentan to a clinically significant extent.
DB15569,Sotorasib,1,0,0,0,1,"Avoid antacids. If coadministration cannot be avoided, take sotorasib 4 hours before or 10 hours after antacids. | Take with or without food. Taking sotorasib with a high fat, high calorie meal increases total exposure to sotorasib by 25%."
DB15673,Lenacapavir,0,0,0,1,0,"Take with or without food. Oral lenacapavir should be taken orally with or without food, as food has negligible effects on drug absorption."
DB15685,Selpercatinib,0,0,0,0,1,Take with or without food. Patients on proton pump inhibitors should take selpercatinib with food.
DB15911,Amfenac,0,0,0,1,0,
DB16165,Finerenone,0,0,0,1,0,"Avoid grapefruit products. Grapefruit products may increase exposure to finerenone, increasing the risk and severity of adverse effects. | Take with or without food. Food does not have a clinically significant effect on area under the curve."
DB16199,Eplontersen,1,0,0,0,0,"Administer vitamin supplements. Inform patients that eplontersen treatment leads to a decrease in vitamin A levels, and supplementation of vitamin A at the recommended daily allowance is recommended."
DB16219,Levonadifloxacin,1,0,0,0,0,
DB16850,Tosufloxacin,1,0,0,0,0,
DB17709,Rilzabrutinib,1,0,0,0,1,"Avoid grapefruit products. Grapefruit products may inhibit CYP3A4, which is an enzyme responsible for metabolizing rilzabrutinib. | Take separate from antacids. Rilzabrutinib exhibits pH-dependent solubility. Acid reducing agents decrease rilzabrutinib exposure. Administer the drug at least 2 hours before administration of an antacid. | Take with or without food. Rilzabrutinib AUC and Cmax can be decreased by a high fat meal, but food does not significantly affect drug exposure."
DB19525,Milacemide,0,0,1,0,0,
DB19621,Mofegiline,0,0,1,0,0,
DB19797,Irloxacin,1,0,0,0,0,
DB19878,Lazabemide,0,0,1,0,0,
DB20002,Lascufloxacin,1,0,0,0,0,
DB20048,Amifloxacin,1,0,0,0,0,
DB20982,Amiflamine,0,0,1,0,0,
