pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
19811694,2009,"7,12-dimethylbenzaanthracene",drug,Resveratrol,food,,,"Resveratrol ranging from 1 to 5 microm could significantly suppress the expressions of cytochrome P450 (CYP) 1A1, CYP1B1 and UDP-glucuronosyltransferase (UGT) 1A1 induced by 7,12-dimethylbenzaanthracene (DMBA).",in-vitro,positive,CYP) 1A1; UGT1A1; UGT; CYP1B1; cytochrome P450,UDP-glucuronosyltransferase,
19811694,2009,"7,12-dimethylbenzaanthracene",drug,resveratrol,food,,,"Resveratrol ranging from 1 to 5 microm could significantly suppress the expressions of cytochrome P450 (CYP) 1A1, CYP1B1 and UDP-glucuronosyltransferase (UGT) 1A1 induced by 7,12-dimethylbenzaanthracene (DMBA).",in-vitro,positive,CYP) 1A1; UGT1A1; UGT; CYP1B1; cytochrome P450,UDP-glucuronosyltransferase,
25409881,2015,phenylephrine,drug,,,Nuciferine,food_component,"In HUVECs, the phosphorylation of eNOS at Ser(1177) and increase in cytosolic NO level induced by nuciferine were mediated by extracellular Ca(2+) influx",in-vitro,positive,,,eNOS; Endothelial NOS
25409881,2015,phenylephrine,drug,,,nuciferine,food_component,"In HUVECs, the phosphorylation of eNOS at Ser(1177) and increase in cytosolic NO level induced by nuciferine were mediated by extracellular Ca(2+) influx",in-vitro,positive,,,eNOS; Endothelial NOS
17112808,2006,cotinine,drug,Grapefruit juice,food,,,"Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.",RCTs,positive,cytochrome P450 (CYP) 3A4; CYP2A6,P-glycoprotein; organic anion transporting polypeptides,
17112808,2006,cotinine,drug,grapefruit juice,food,,,"Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.",RCTs,positive,cytochrome P450 (CYP) 3A4; CYP2A6,P-glycoprotein; organic anion transporting polypeptides,
17112808,2006,Nicotine,drug,Grapefruit juice,food,,,"Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.",RCTs,positive,cytochrome P450 (CYP) 3A4; CYP2A6,P-glycoprotein; organic anion transporting polypeptides,
17112808,2006,Nicotine,drug,grapefruit juice,food,,,"Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.",RCTs,positive,cytochrome P450 (CYP) 3A4; CYP2A6,P-glycoprotein; organic anion transporting polypeptides,
17112808,2006,nicotine,drug,Grapefruit juice,food,,,"Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.",RCTs,positive,cytochrome P450 (CYP) 3A4; CYP2A6,P-glycoprotein; organic anion transporting polypeptides,
17112808,2006,nicotine,drug,grapefruit juice,food,,,"Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.",RCTs,positive,cytochrome P450 (CYP) 3A4; CYP2A6,P-glycoprotein; organic anion transporting polypeptides,
15927936,2005,folate,drug,milk,food,,,"Women who consumed the folic acid fortified milk had mean (95% CI) red blood cell and plasma folate concentrations that were 539 nmol/L (436, 641) and 35 nmol/L (30, 41) higher, respectively, than in the control group.",RCTs,positive,,,
15927936,2005,folate,drug,Milk,food,,,"Women who consumed the folic acid fortified milk had mean (95% CI) red blood cell and plasma folate concentrations that were 539 nmol/L (436, 641) and 35 nmol/L (30, 41) higher, respectively, than in the control group.",RCTs,positive,,,
16088341,2005,etodolac,drug,Hypericum perforatum,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,etodolac,drug,acetic acid,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,etodolac,drug,carrageenan,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,etodolac,drug,H. perforatum,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,etodolac,drug,capsaicin,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,indomethacin,drug,Hypericum perforatum,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,indomethacin,drug,acetic acid,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,indomethacin,drug,carrageenan,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,indomethacin,drug,H. perforatum,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,indomethacin,drug,capsaicin,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,fluoxetine,drug,Hypericum perforatum,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,fluoxetine,drug,acetic acid,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,fluoxetine,drug,carrageenan,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,fluoxetine,drug,H. perforatum,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
16088341,2005,fluoxetine,drug,capsaicin,food,,,"In contrast, the acetic acid-induced (0.6%, i.p.) writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.",animal in-vivo,positive,,,
18713456,2008,indinavir,drug,AG,food,,,"There was no difference in the area-under the plasma-concentration-time curve after the co-administration of AG, compared to IDV alone (n = 13).",Observational in human,positive,,,
18713456,2008,indinavir,drug,American ginseng,food,,,"There was no difference in the area-under the plasma-concentration-time curve after the co-administration of AG, compared to IDV alone (n = 13).",Observational in human,positive,,,
18713456,2008,IDV,drug,AG,food,,,"There was no difference in the area-under the plasma-concentration-time curve after the co-administration of AG, compared to IDV alone (n = 13).",Observational in human,positive,,,
18713456,2008,IDV,drug,American ginseng,food,,,"There was no difference in the area-under the plasma-concentration-time curve after the co-administration of AG, compared to IDV alone (n = 13).",Observational in human,positive,,,
29655733,2018,oyster protein hydrolysates,drug,zinc,food,,,"Zinc ions chelating with oyster protein hydrolysates (OPH) cause intramolecular and intermolecular folding and aggregation, homogeneously forming the OPH-Zn complex as nanoclusters with a Z-average at 89.28?nm (PDI: 0.16?±?0.02).",others,positive,,,
29655733,2018,oyster protein hydrolysates,drug,Zinc,food,,,"Zinc ions chelating with oyster protein hydrolysates (OPH) cause intramolecular and intermolecular folding and aggregation, homogeneously forming the OPH-Zn complex as nanoclusters with a Z-average at 89.28?nm (PDI: 0.16?±?0.02).",others,positive,,,
29655733,2018,OPH,drug,zinc,food,,,"Zinc ions chelating with oyster protein hydrolysates (OPH) cause intramolecular and intermolecular folding and aggregation, homogeneously forming the OPH-Zn complex as nanoclusters with a Z-average at 89.28?nm (PDI: 0.16?±?0.02).",others,positive,,,
29655733,2018,OPH,drug,Zinc,food,,,"Zinc ions chelating with oyster protein hydrolysates (OPH) cause intramolecular and intermolecular folding and aggregation, homogeneously forming the OPH-Zn complex as nanoclusters with a Z-average at 89.28?nm (PDI: 0.16?±?0.02).",others,positive,,,
27457362,2016,Ag-nanoparticles,drug,M. charantia extract,food,,,"But when these two combined together, paralysis and death time fall drastically which were only 6.16?±?0.6 and 9.1?±?0.4 minutes respectively.",animal in-vivo,positive,,,
16427181,2006,HQ,drug,oyster,food,,,This pattern of neutrophil activation may have contributed to the higher number of neutrophils in the subcutaneous inflammatory response of HQ-exposed rats after oyster glycogen injection,animal in-vivo,positive,,,
16427181,2006,hydroquinone,drug,oyster,food,,,This pattern of neutrophil activation may have contributed to the higher number of neutrophils in the subcutaneous inflammatory response of HQ-exposed rats after oyster glycogen injection,animal in-vivo,positive,,,
27721178,2016,Ca2+ channel blockers La3+,drug,fennel oil,food,,,"In the presence of extracellular Ca2+, fennel oil significantly increased Ca2+c in EA cells; this increase was significantly inhibited by the Ca2+ channel blockers La3+ and nifedipine.",others,positive,,,
27721178,2016,Ca2+ channel blockers La3+,drug,oil of Foeniculum vulgare Mill,food,,,"In the presence of extracellular Ca2+, fennel oil significantly increased Ca2+c in EA cells; this increase was significantly inhibited by the Ca2+ channel blockers La3+ and nifedipine.",others,positive,,,
27721178,2016,nifedipine,drug,fennel oil,food,,,"In the presence of extracellular Ca2+, fennel oil significantly increased Ca2+c in EA cells; this increase was significantly inhibited by the Ca2+ channel blockers La3+ and nifedipine.",others,positive,,,
27721178,2016,nifedipine,drug,oil of Foeniculum vulgare Mill,food,,,"In the presence of extracellular Ca2+, fennel oil significantly increased Ca2+c in EA cells; this increase was significantly inhibited by the Ca2+ channel blockers La3+ and nifedipine.",others,positive,,,
18239280,2008,morphine,drug,HPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,morphine,drug,Harpagophytum procumbens extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,morphine,drug,St. John's wort,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,morphine,drug,Grape seed proanthocyanidin extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,morphine,drug,GSPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,morphine,drug,SJW,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,Naloxone,drug,HPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,Naloxone,drug,Harpagophytum procumbens extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,Naloxone,drug,St. John's wort,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,Naloxone,drug,Grape seed proanthocyanidin extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,Naloxone,drug,GSPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,Naloxone,drug,SJW,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,NO,drug,HPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,NO,drug,Harpagophytum procumbens extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,NO,drug,St. John's wort,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,NO,drug,Grape seed proanthocyanidin extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,NO,drug,GSPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,NO,drug,SJW,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,opioidergic system,drug,HPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,opioidergic system,drug,Harpagophytum procumbens extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,opioidergic system,drug,St. John's wort,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,opioidergic system,drug,Grape seed proanthocyanidin extract,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,opioidergic system,drug,GSPE,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
18239280,2008,opioidergic system,drug,SJW,food,,,"Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.",animal in-vivo,positive,,,
28892646,2018,nicotine,drug,M. spicata,food,,,M. spicata contained bioactive compounds that possess important antioxidant potential and protected liver and erythrocytes against nicotine-induced dam,animal in-vivo,positive,,,
28892646,2018,nicotine,drug,Mentha spicata,food,,,M. spicata contained bioactive compounds that possess important antioxidant potential and protected liver and erythrocytes against nicotine-induced dam,animal in-vivo,positive,,,
11823753,2002,fexofenadine,drug,apple,food,,,Grapefruit juice and segments and apple juice at 5% of normal strength did not alter P-glycoprotein activity.,others,positive,,organic anion transporting polypeptide; P-glycoprotein; OATP; oatp; OATPs,
11823753,2002,fexofenadine,drug,grapefruit,food,,,Grapefruit juice and segments and apple juice at 5% of normal strength did not alter P-glycoprotein activity.,others,positive,,organic anion transporting polypeptide; P-glycoprotein; OATP; oatp; OATPs,
11823753,2002,fexofenadine,drug,orange,food,,,Grapefruit juice and segments and apple juice at 5% of normal strength did not alter P-glycoprotein activity.,others,positive,,organic anion transporting polypeptide; P-glycoprotein; OATP; oatp; OATPs,
11823753,2002,fexofenadine,drug,Grapefruit,food,,,Grapefruit juice and segments and apple juice at 5% of normal strength did not alter P-glycoprotein activity.,others,positive,,organic anion transporting polypeptide; P-glycoprotein; OATP; oatp; OATPs,
16651728,2006,sodium salicylate,drug,Rubus,food,,,"It was also shown that treatment with NIF1 or 23-HTA reduced gastric lesion extent, acidity and total gastric acid output induced by EtOH plus sodium salicylate in a gastric secretion test.",animal in-vivo,positive,,,
16651728,2006,sodium salicylate,drug,Rosaceae,food,,,"It was also shown that treatment with NIF1 or 23-HTA reduced gastric lesion extent, acidity and total gastric acid output induced by EtOH plus sodium salicylate in a gastric secretion test.",animal in-vivo,positive,,,
22945624,2012,aluminum,drug,pomegranate,food,,,"Therefore, these results indicated that pomegranate peel methanolic extract could inhibit aluminum-induced oxidative stress and histopathological alternations in brain of female rats, and these effects may be related to anti-apoptotic and antioxidants activit",animal in-vivo,positive,,,
22945624,2012,aluminum,drug,Punica granatum,food,,,"Therefore, these results indicated that pomegranate peel methanolic extract could inhibit aluminum-induced oxidative stress and histopathological alternations in brain of female rats, and these effects may be related to anti-apoptotic and antioxidants activit",animal in-vivo,positive,,,
26306668,2015,dopamine,drug,Spirulina,food,,,A higher percentage of improvement was shown in the reduction of ipsilateral (57.34%) and contralateral (78.3%) rotations in combination of spirulina with amantadine treated lesioned group rather than spirulina alone treated lesioned groups when compared with positive control lesioned group.,animal in-vivo,positive,,,
26306668,2015,dopamine,drug,spirulina,food,,,A higher percentage of improvement was shown in the reduction of ipsilateral (57.34%) and contralateral (78.3%) rotations in combination of spirulina with amantadine treated lesioned group rather than spirulina alone treated lesioned groups when compared with positive control lesioned group.,animal in-vivo,positive,,,
26306668,2015,amantadine,drug,Spirulina,food,,,A higher percentage of improvement was shown in the reduction of ipsilateral (57.34%) and contralateral (78.3%) rotations in combination of spirulina with amantadine treated lesioned group rather than spirulina alone treated lesioned groups when compared with positive control lesioned group.,animal in-vivo,positive,,,
26306668,2015,amantadine,drug,spirulina,food,,,A higher percentage of improvement was shown in the reduction of ipsilateral (57.34%) and contralateral (78.3%) rotations in combination of spirulina with amantadine treated lesioned group rather than spirulina alone treated lesioned groups when compared with positive control lesioned group.,animal in-vivo,positive,,,
9868547,1998,Cm,drug,Acorus gramineus,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Cm,drug,Anetheum graveolens,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Cm,drug,Umbelliferae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Cm,drug,Araceae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,ampicillin,drug,Acorus gramineus,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,ampicillin,drug,Anetheum graveolens,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,ampicillin,drug,Umbelliferae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,ampicillin,drug,Araceae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,chloramphenicol,drug,Acorus gramineus,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,chloramphenicol,drug,Anetheum graveolens,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,chloramphenicol,drug,Umbelliferae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,chloramphenicol,drug,Araceae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Am,drug,Acorus gramineus,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Am,drug,Anetheum graveolens,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Am,drug,Umbelliferae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
9868547,1998,Am,drug,Araceae,food,,,"The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland. (Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).",in-vitro,positive,,,
31382820,2019,cyclophosphamide,drug,Chenopodium,food,,,"In addition, we evaluated the ameliorative effects of QPS1 on the improvement of anti-cyclophosphamide (CTX)-induced immunosuppression in ICR mice. The result exhibited significantly immune-enhancing activity: QPS1 successfully improved the content of IFN-γ, IL-6, IFN-?, IgM and lysozyme (LYSO) in serum for three weeks, enhanced the phagocytic function of mononuclear macrophages and ameliorated delayed allergy in m",animal in-vivo,positive,,,
31382820,2019,cyclophosphamide,drug,QPS,food,,,"In addition, we evaluated the ameliorative effects of QPS1 on the improvement of anti-cyclophosphamide (CTX)-induced immunosuppression in ICR mice. The result exhibited significantly immune-enhancing activity: QPS1 successfully improved the content of IFN-γ, IL-6, IFN-?, IgM and lysozyme (LYSO) in serum for three weeks, enhanced the phagocytic function of mononuclear macrophages and ameliorated delayed allergy in m",animal in-vivo,positive,,,
16112415,2005,Testosterone,drug,Black tea,food,,,"The results revealed that testosterone administration induced the oxidative stress in rat prostate, however, in 0.5, 1.0 and 1.5% ATE supplemented groups, a significant protective effect of black tea against testosterone induced oxidative injury was recorded.",animal in-vivo,positive,,,
16112415,2005,Testosterone,drug,Camellia sinensis,food,,,"The results revealed that testosterone administration induced the oxidative stress in rat prostate, however, in 0.5, 1.0 and 1.5% ATE supplemented groups, a significant protective effect of black tea against testosterone induced oxidative injury was recorded.",animal in-vivo,positive,,,
16112415,2005,Testosterone,drug,black tea,food,,,"The results revealed that testosterone administration induced the oxidative stress in rat prostate, however, in 0.5, 1.0 and 1.5% ATE supplemented groups, a significant protective effect of black tea against testosterone induced oxidative injury was recorded.",animal in-vivo,positive,,,
16112415,2005,testosterone,drug,Black tea,food,,,"The results revealed that testosterone administration induced the oxidative stress in rat prostate, however, in 0.5, 1.0 and 1.5% ATE supplemented groups, a significant protective effect of black tea against testosterone induced oxidative injury was recorded.",animal in-vivo,positive,,,
16112415,2005,testosterone,drug,Camellia sinensis,food,,,"The results revealed that testosterone administration induced the oxidative stress in rat prostate, however, in 0.5, 1.0 and 1.5% ATE supplemented groups, a significant protective effect of black tea against testosterone induced oxidative injury was recorded.",animal in-vivo,positive,,,
